movie_id,title,genre,release_date,rating,studio,runtime_minutes,budget,domestic_gross,international_gross,total_gross,imdb_rating,tickets_sold,tickets_available
855,Coyote Ugly,Drama,2000-08-04,PG-13,Walt Disney,107,45000000,60786269,53130205,113916474,5.6,6398555,0
856,Jack,Drama,1996-08-09,PG-13,Walt Disney,114,45000000,58617334,0,58617334,,6170246,0
857,The Specialist,Action,1994-10-07,R,Warner Bros,110,45000000,57362581,0,57362581,5.4,6038166,0
858,Office Christmas Party,Comedy,2016-12-09,R,Paramount,98,45000000,54767494,36572882,91340376,,5764999,0
859,"Yours, Mine and Ours",Comedy,2005-11-23,PG,Paramount,111,45000000,53359917,19000000,72359917,7.2,5616833,0
860,Resident Evil: Extinction,Action,2007-09-21,R,Sony Pictures,94,45000000,50648679,95514241,146162920,6.3,5331440,0
861,Fat Albert,Comedy,2004-12-25,PG,20th Century Fox,93,45000000,48114556,449000,48563556,4.3,5064690,0
862,The River Wild,Action,1994-09-30,PG-13,Universal Pictures,111,45000000,46815000,47400000,94215000,6.3,4927895,0
863,All Eyez on Me,Drama,2017-06-16,R,Lionsgate,114,45000000,44922302,9954553,54876855,,4728663,0
864,Last Holiday,Comedy,2006-01-13,PG-13,Paramount,112,45000000,38399961,4943286,43343247,6.4,4042101,0
865,16 Blocks,Action,2006-03-03,PG-13,Warner Bros,102,45000000,36895141,28700000,65595141,6.6,3883699,0
866,The Indian in the Cupboard,Adventure,1995-07-14,PG,Paramount,96,45000000,35627222,0,35627222,5.9,3750234,0
867,The Ant Bully,Adventure,2006-07-28,PG,Warner Bros,88,45000000,28142535,21468363,49610898,5.9,2962372,0
868,Johnny English,Adventure,2003-07-18,PG,Universal Pictures,87,45000000,28013509,135113167,163126676,6.1,2948790,0
869,Dune,Action,1984-12-14,NR,Universal Pictures,177,45000000,27447471,0,27447471,6.6,2889207,0
870,Aliens in the Attic,Adventure,2009-07-31,PG,20th Century Fox,86,45000000,25200412,34350871,59551283,5.4,2652675,0
871,Revolutionary Road,Drama,2008-12-26,R,Paramount Vantage,119,45000000,22951340,56653480,79604820,7.3,2415931,0
872,Babylon A.D.,Action,2008-08-29,PG-13,20th Century Fox,101,45000000,22532572,47683925,70216497,5.6,2371850,0
873,Frankenstein,Horror,1994-11-04,R,Sony Pictures,98,45000000,22006296,90000000,112006296,,2316452,0
874,The Glimmer Man,Action,1996-10-04,R,Warner Bros,91,45000000,20404841,16000000,36404841,5.3,2147878,0
875,Multiplicity,Comedy,1996-07-17,PG-13,Sony Pictures,117,45000000,20133326,0,20133326,6.0,2119297,0
876,The Pledge,Drama,2001-01-19,R,Warner Bros,124,45000000,19719930,9686202,29406132,6.8,2075782,0
877,The Phantom,Action,1996-06-07,PG,Paramount,100,45000000,17220599,0,17220599,4.9,1812695,0
878,Rebound,Comedy,2005-07-01,PG,20th Century Fox,98,45000000,16809014,683000,17492014,,1769370,0
879,Nixon,Drama,1995-12-20,R,Walt Disney,212,45000000,13668249,21000000,34668249,7.1,1438763,0
880,Dredd,Action,2012-09-21,R,Lionsgate,95,45000000,13414714,28052892,41467606,7.1,1412075,0
881,The Rum Diary,Drama,2011-10-28,R,FilmDistrict,114,45000000,13109815,8434917,21544732,,1379981,0
882,Deep Rising,Action,1998-01-30,R,Walt Disney,106,45000000,11203026,0,11203026,6.0,1179266,0
883,Johnny English Reborn,Adventure,2011-10-21,PG,Universal Pictures,101,45000000,8406711,156233690,164640401,6.3,884917,0
884,Miracle at St. Anna,Drama,2008-09-26,R,Walt Disney,160,45000000,7916887,1759610,9676497,6.0,833357,0
885,Big Trouble,Comedy,2002-04-05,PG-13,Walt Disney,74,45000000,7262288,1226583,8488871,6.5,764451,0
886,Man cheng jin dai huang jin jia,Action,2006-12-21,R,Sony Pictures Classics,109,45000000,6566773,70337656,76904429,,691239,0
887,Love in the Time of Cholera,Drama,2007-11-16,R,New Line,139,45000000,4617608,26459810,31077418,6.4,486064,0
888,Rambo: First Blood Part II,Action,1985-05-22,R,Sony/TriStar,96,44000000,150415432,149984568,300400000,6.4,15833203,0
889,Sleepers,Drama,1996-10-18,R,Warner Bros,147,44000000,53300852,112300000,165600852,7.5,5610616,0
890,Charlie St. Cloud,Drama,2010-07-30,PG-13,Universal Pictures,99,44000000,31206263,17271821,48478084,6.5,3284870,0
891,The Interview,Comedy,2014-02-06,R,Sony Pictures,112,44000000,6105175,6237457,12342632,6.6,642650,0
892,The Heat,Comedy,2013-06-28,R,20th Century Fox,123,43000000,159581587,70146187,229727774,6.6,16798062,0
893,Finding Forrester,Drama,2000-12-19,PG-13,Sony Pictures,136,43000000,51768623,28245000,80013623,7.3,5449329,0
894,28 Days,Comedy,2000-04-14,PG-13,Sony Pictures,103,43000000,37035515,25028457,62063972,6.0,3898475,0
895,Danny the Dog,Action,2005-05-13,R,Focus/Rogue Pictures,109,43000000,24537621,24500000,49037621,,2582907,0
896,A Monster Calls,Drama,2017-01-06,PG-13,Focus Features,114,43000000,3740823,42674141,46414964,,393771,0
897,The Mechanic,Action,2011-01-28,R,CBS Films,93,42500000,29121498,47225895,76347393,6.6,3065421,0
898,21 Jump Street,Comedy,2012-03-16,R,Sony Pictures,109,42000000,138447667,64364762,202812429,7.2,14573439,0
899,Chicken Run,Adventure,2000-06-21,G,DreamWorks,84,42000000,106793915,121000000,227793915,7.0,11241465,0
900,Boomerang,Comedy,1992-07-01,R,Paramount,117,42000000,70052444,61000000,131052444,5.4,7373941,0
901,Brüno,Comedy,2009-07-10,R,Universal Pictures,81,42000000,60054530,78653997,138708527,5.8,6321529,0
902,Cleopatra,Drama,1963-06-12,G,20th Century Fox,240,42000000,57000000,14000000,71000000,7.0,6000000,0
903,Snatched,Comedy,2017-05-12,R,20th Century Fox,98,42000000,45852178,11999999,57852177,,4826545,0
904,Here Comes the Boom,Comedy,2012-10-12,PG,Sony Pictures,105,42000000,45290318,27948940,73239258,6.5,4767402,0
905,Licence to Kill,Action,1989-07-14,PG-13,MGM,133,42000000,34667015,121500000,156167015,6.6,3649159,0
906,One for the Money,Comedy,2012-01-27,PG-13,Lionsgate,91,42000000,26414527,9782694,36197221,5.3,2780477,0
907,Lord of War,Action,2005-09-16,R,Lionsgate,122,42000000,24149632,36288095,60437727,7.6,2542067,0
908,Super Mario Bros.,Action,1993-05-28,PG,Walt Disney,104,42000000,20844907,0,20844907,4.0,2194201,0
909,Hero,Comedy,1992-10-02,PG-13,Sony Pictures,80,42000000,19487173,47300000,66787173,7.9,2051281,0
910,McHale's Navy,Comedy,1997-04-18,PG,Universal Pictures,70,42000000,4408420,0,4408420,7.5,464044,0
911,Micmacs,Comedy,2010-05-28,R,Sony Pictures Classics,105,42000000,1259693,10497229,11756922,7.2,132599,0
912,8 Mile,Drama,2002-11-08,R,Universal Pictures,110,41000000,116724075,129044309,245768384,7.0,12286745,0
913,A Knight’s Tale,Adventure,2001-05-11,PG-13,Sony Pictures,144,41000000,56083966,44538620,100622586,6.9,5903575,0
914,The Medallion,Comedy,2003-08-22,PG-13,Sony Pictures,108,41000000,22108977,0,22108977,5.2,2327261,0
915,The Big Year,Comedy,2011-10-14,PG,20th Century Fox,100,41000000,7204138,480386,7684524,6.2,758330,0
916,Wedding Crashers,Comedy,2005-07-15,R,New Line,98,40000000,209218368,74000000,283218368,,22022986,0
917,Fifty Shades of Grey,Drama,2015-02-13,R,Universal Pictures,129,40000000,166167230,404830871,570998101,4.1,17491287,0
918,Cheaper by the Dozen,Comedy,2003-12-25,PG,20th Century Fox,94,40000000,138614544,51597569,190212113,5.8,14591005,0
919,Lucy,Action,2014-07-25,R,Universal Pictures,89,40000000,126573960,330933816,457507776,6.4,13323575,0
920,Lone Survivor,Action,2013-12-25,R,Universal Pictures,121,40000000,125095601,24709031,149804632,7.6,13167958,0
921,Back to the Future Part II,Adventure,1989-11-22,PG,Universal Pictures,108,40000000,118450002,213549998,332000000,7.8,12468421,0
922,Double Jeopardy,Action,1999-09-24,R,Paramount,105,40000000,116735231,61100000,177835231,6.4,12287919,0
923,Spy Kids 3-D: Game Over,Adventure,2003-07-25,PG,Miramax/Dimension,84,40000000,111760631,56091364,167851995,4.1,11764277,0
924,A Time to Kill,Drama,1996-07-24,R,Warner Bros,149,40000000,108766007,43500000,152266007,7.4,11449053,0
925,A League of Their Own,Comedy,1992-07-01,PG,Sony Pictures,128,40000000,107533925,24906141,132440066,7.2,11319361,0
926,The Social Network,Drama,2010-10-01,PG-13,Sony Pictures,120,40000000,96962694,127959441,224922135,7.7,10206599,0
927,Julie & Julia,Comedy,2009-08-07,PG-13,Sony Pictures,123,40000000,94125426,32520693,126646119,7.0,9907940,0
928,John Wick: Chapter Two,Action,2017-02-10,R,Lionsgate,109,40000000,92029184,79341313,171370497,,9687283,0
929,Ride Along 2,Comedy,2016-01-15,PG-13,Universal Pictures,102,40000000,90862685,33964631,124827316,5.9,9564493,0
930,Scary Movie 4,Comedy,2006-04-14,PG-13,Weinstein/Dimension,89,40000000,90710620,88000000,178710620,5.1,9548486,0
931,Get Hard,Comedy,2015-03-27,R,Warner Bros,107,40000000,90411453,16100000,106511453,6.0,9516995,0
932,Scream 3,Horror,2000-02-04,R,Miramax,116,40000000,89138076,72700000,161838076,5.5,9382955,0
933,Back to the Future Part III,Adventure,1990-05-24,PG,Universal Pictures,118,40000000,88055283,156033371,244088654,7.4,9268977,0
934,Dumb and Dumber To,Comedy,2014-11-14,PG-13,Universal Pictures,109,40000000,86208010,70345582,156553592,5.7,9074527,0
935,Bram Stoker's Dracula,Horror,1992-11-13,R,Sony Pictures,155,40000000,82522790,133339902,215862692,7.5,8686609,0
936,Eight Below,Adventure,2006-02-17,PG,Walt Disney,120,40000000,81612565,38843429,120455994,7.3,8590796,0
937,The Talented Mr. Ripley,Drama,1999-12-24,R,Paramount,139,40000000,81292135,47500000,128792135,7.3,8557067,0
938,The Intern,Comedy,2015-09-25,PG-13,Warner Bros,121,40000000,75764672,121468062,197232734,7.2,7975229,0
939,The Last of the Mohicans,Action,1992-09-25,R,20th Century Fox,117,40000000,75505856,0,75505856,7.8,7947985,0
940,Ray,Drama,2004-10-29,PG-13,Universal Pictures,178,40000000,75305995,49517099,124823094,7.7,7926947,0
941,Sin City,Action,2005-04-01,R,Miramax/Dimension,147,40000000,74103820,84424098,158527918,8.1,7800402,0
942,"I Love You, Man",Comedy,2009-03-20,R,Paramount,105,40000000,72013010,20289492,92302502,7.1,7580317,0
943,JFK,Drama,1991-12-20,R,Warner Bros,206,40000000,70405498,134994502,205400000,8.0,7411105,0
944,Big Momma's House 2,Comedy,2006-01-27,PG-13,20th Century Fox,99,40000000,70165972,66881404,137047376,4.6,7385892,0
945,Hacksaw Ridge,Drama,2016-11-04,R,Lionsgate,114,40000000,67209615,101730968,168940583,,7074696,0
946,The Mexican,Action,2001-03-02,R,DreamWorks,123,40000000,66808615,78429635,145238250,6.1,7032486,0
947,The Final Destination,Horror,2009-08-28,R,Warner Bros,98,40000000,66477700,120906927,187384627,6.7,6997653,0
948,17 Again,Comedy,2009-04-17,PG-13,Warner Bros,102,40000000,64167069,75307837,139474906,6.4,6754428,0
949,Get Him to the Greek,Comedy,2010-06-04,R,Universal Pictures,114,40000000,61153526,30302349,91455875,6.4,6437213,0
950,Gothika,Horror,2003-11-21,R,Warner Bros,98,40000000,59588068,81896744,141484812,5.8,6272428,0
951,Behind Enemy Lines,Action,2001-11-30,PG-13,20th Century Fox,106,40000000,58855732,0,58855732,6.4,6195340,0
952,Invincible,Drama,2006-08-25,PG,Walt Disney,114,40000000,57806952,694175,58501127,,6084942,0
953,Escape From Planet Earth,Adventure,2013-02-15,PG,Weinstein Co.,89,40000000,57012977,17143633,74156610,5.9,6001366,0
954,Small Soldiers,Adventure,1998-07-10,PG-13,DreamWorks,108,40000000,55143823,16600000,71743823,6.1,5804613,0
955,Spawn,Action,1997-07-31,PG-13,New Line,98,40000000,54979992,32969867,87949859,5.2,5787368,0
956,Horrible Bosses 2,Comedy,2014-11-26,R,Warner Bros,116,40000000,54445357,51500000,105945357,6.3,5731090,0
957,The Count of Monte Cristo,Drama,2002-01-25,PG-13,Walt Disney,131,40000000,54228104,21160986,75389090,7.7,5708221,0
958,The Lake House,Drama,2006-06-16,PG,Warner Bros,99,40000000,52330111,62500000,114830111,6.8,5508433,0
959,Predators,Action,2010-07-09,R,20th Century Fox,107,40000000,52000688,75233701,127234389,6.4,5473757,0
960,The Odd Life of Timothy Green,Drama,2012-08-15,PG,Walt Disney,105,40000000,51853450,3395709,55249159,6.6,5458258,0
961,The Living Daylights,Action,1987-07-31,PG,MGM,130,40000000,51185000,140015000,191200000,6.7,5387895,0
962,Apocalypto,Action,2006-12-08,R,Walt Disney,139,40000000,50866635,70165637,121032272,7.8,5354383,0
963,Legal Eagles,Comedy,1986-06-18,PG,Universal Pictures,116,40000000,49851591,0,49851591,5.9,5247536,0
964,The Skeleton Key,Horror,2005-08-12,PG-13,Universal Pictures,104,40000000,47907715,44349203,92256918,6.5,5042917,0
965,Jersey Boys,Drama,2014-06-20,R,Warner Bros,134,40000000,47047013,18235719,65282732,6.9,4952317,0
966,The Rainmaker,Drama,1997-11-21,PG-13,Paramount,135,40000000,45916769,0,45916769,7.1,4833344,0
967,Medicine Man,Drama,1992-02-07,PG-13,Walt Disney,106,40000000,44948240,0,44948240,6.0,4731394,0
968,Amistad,Drama,1997-12-12,R,DreamWorks,155,40000000,44212592,14037559,58250151,7.2,4653957,0
969,A Million Ways to Die in The West,Comedy,2014-05-30,R,Universal Pictures,136,40000000,42720965,44057592,86778557,6.1,4496944,0
970,Final Destination 5,Horror,2011-08-12,R,Warner Bros,92,40000000,42587643,112423522,155011165,5.9,4482910,0
971,Aliens vs. Predator - Requiem,Action,2007-12-25,R,20th Century Fox,102,40000000,41797066,87087428,128884494,4.7,4399691,0
972,The Water Horse: Legend of the Deep,Drama,2007-12-25,PG,Sony Pictures,114,40000000,40412817,63016938,103429755,,4253981,0
973,Sex Tape,Comedy,2014-07-18,R,Sony Pictures,94,40000000,38543473,87526036,126069509,5.1,4057208,0
974,Scream 4,Horror,2011-04-15,R,Weinstein/Dimension,111,40000000,38180928,57808662,95989590,6.2,4019045,0
975,Ri¢hie Ri¢h,Comedy,1994-12-21,PG,Warner Bros,95,40000000,38087756,0,38087756,5.2,4009237,0
976,Autumn in New York,Drama,2000-08-11,PG-13,MGM,103,40000000,37752931,52964753,90717684,5.5,3973993,0
977,Paul,Comedy,2011-03-18,R,Universal Pictures,109,40000000,37412945,63749161,101162106,7.0,3938205,0
978,The Guilt Trip,Comedy,2012-12-19,PG-13,Paramount,95,40000000,37134215,4160459,41294674,5.8,3908865,0
979,Hanging Up,Comedy,2000-02-18,PG-13,Sony Pictures,94,40000000,36037909,15829814,51867723,4.7,3793464,0
980,The Doors,Drama,1991-03-01,R,Sony Pictures,140,40000000,34416893,0,34416893,7.2,3622831,0
981,Mickey Blue Eyes,Comedy,1999-08-20,PG-13,Warner Bros,102,40000000,33864342,20000000,53864342,5.8,3564668,0
982,Pay it Forward,Drama,2000-10-20,PG-13,Warner Bros,123,40000000,33508922,22187783,55696705,7.2,3527255,0
983,Drillbit Taylor,Comedy,2008-03-21,PG-13,Paramount,102,40000000,32862104,16824159,49686263,5.7,3459169,0
984,Extremely Loud and Incredibly Close,Drama,2011-12-25,PG-13,Warner Bros,129,40000000,31847881,23400000,55247881,6.9,3352409,0
985,The Shadow,Action,1994-07-01,PG-13,Universal Pictures,93,40000000,31835600,0,31835600,6.0,3351116,0
986,Morning Glory,Comedy,2010-11-10,PG-13,Paramount,107,40000000,31011732,28783338,59795070,6.5,3264393,0
987,Get Rich or Die Tryin',Drama,2005-11-09,R,Paramount,117,40000000,30981850,15685105,46666955,5.0,3261247,0
988,Grudge Match,Comedy,2013-12-25,PG-13,Warner Bros,113,40000000,29807260,40000000,69807260,6.4,3137606,0
989,The Out-of-Towners,Comedy,1999-04-02,PG-13,Paramount,90,40000000,28544120,0,28544120,5.3,3004644,0
990,The Nut Job 2: Nutty by Nature,Adventure,2017-08-11,PG,Open Road,97,40000000,28370522,29094634,57465156,,2986371,0
991,The Island of Dr. Moreau,Adventure,1996-08-23,PG-13,New Line,99,40000000,27682712,0,27682712,4.4,2913970,0
992,The Musketeer,Adventure,2001-09-07,PG-13,Universal Pictures,104,40000000,27053815,0,27053815,4.7,2847770,0
993,Resident Evil: The Final Chapter,Action,2017-01-27,R,Sony Pictures,109,40000000,26844692,285980994,312825686,,2825757,0
994,The Other Boleyn Girl,Drama,2008-02-29,PG-13,Sony Pictures,115,40000000,26814957,51455013,78269970,6.7,2822627,0
995,The House,Comedy,2017-06-30,R,Warner Bros,98,40000000,25584504,5608239,31192743,,2693106,0
996,Sweet November,Drama,2001-02-16,PG-13,Warner Bros,119,40000000,25288103,40466125,65754228,6.7,2661906,0
997,The Reaping,Horror,2007-04-05,R,Warner Bros,99,40000000,25126214,37100000,62226214,5.7,2644865,0
998,Renaissance Man,Comedy,1994-06-03,PG-13,Walt Disney,128,40000000,24172899,0,24172899,6.1,2544516,0
999,Quest for Camelot,Adventure,1998-05-15,G,Warner Bros,97,40000000,22772500,15400000,38172500,,2397105,0
1000,City by the Sea,Drama,2002-09-06,R,Warner Bros,108,40000000,22433915,0,22433915,6.2,2361465,0
1001,At First Sight,Drama,1999-01-15,PG-13,MGM,128,40000000,22365133,0,22365133,5.9,2354225,0
1002,Torque,Action,2004-01-16,PG-13,Warner Bros,84,40000000,21176322,25000000,46176322,4.0,2229087,0
1003,Fantastic Mr. Fox,Adventure,2009-11-13,PG,20th Century Fox,87,40000000,21002919,26080493,47083412,7.8,2210834,0
1004,City Hall,Drama,1996-02-16,R,Sony Pictures,111,40000000,20278055,0,20278055,6.2,2134532,0
1005,Big Miracle,Drama,2012-02-03,PG,Universal Pictures,107,40000000,20157300,5111380,25268680,6.5,2121821,0
1006,The Impossible,Drama,2012-12-21,PG-13,Lionsgate,114,40000000,19019882,150570724,169590606,7.6,2002093,0
1007,A Thousand Words,Comedy,2012-03-09,PG-13,Paramount,91,40000000,18450127,2340359,20790486,5.9,1942119,0
1008,Marie Antoinette,Drama,2006-10-20,PG-13,Sony Pictures,123,40000000,15962471,44900000,60862471,6.4,1680260,0
1009,Get Carter,Drama,2000-10-06,R,Warner Bros,102,40000000,14967182,4450000,19417182,5.1,1575493,0
1010,Kiss of Death,Drama,1995-04-21,R,20th Century Fox,101,40000000,14942422,0,14942422,5.9,1572887,0
1011,Ishtar,Comedy,1987-05-15,PG-13,Sony Pictures,107,40000000,14375181,0,14375181,4.2,1513177,0
1012,Memoirs of an Invisible Man,Comedy,1992-02-28,PG-13,Warner Bros,99,40000000,14358033,0,14358033,5.9,1511372,0
1013,Amelia,Drama,2009-10-23,PG,Fox Searchlight,114,40000000,14279575,5476502,19756077,,1503113,0
1014,New York Minute,Comedy,2004-05-07,PG,Warner Bros,91,40000000,14018364,7197518,21215882,4.8,1475617,0
1015,The Deep End of the Ocean,Drama,1999-03-12,PG-13,Sony Pictures,106,40000000,13508635,0,13508635,6.3,1421962,0
1016,FearDotCom,Horror,2002-08-30,R,Warner Bros,101,40000000,13208023,0,13208023,3.3,1390318,0
1017,Soul Men,Comedy,2008-11-07,R,MGM,100,40000000,12082391,263492,12345883,6.5,1271831,0
1018,Universal Soldier II: The Return,Action,1999-08-20,R,Sony Pictures,109,40000000,10447421,270000,10717421,,1099729,0
1019,Pandorum,Horror,2009-09-25,R,Overture Films,108,40000000,10330853,6702578,17033431,6.8,1087458,0
1020,Duplex,Comedy,2003-09-26,PG-13,Miramax,89,40000000,9652000,418651,10070651,5.8,1016000,0
1021,Extreme Ops,Action,2002-11-27,PG-13,Paramount,93,40000000,4835968,7788503,12624471,4.5,509049,0
1022,Just Visiting,Comedy,2001-04-06,PG-13,Walt Disney,84,40000000,4777007,11395193,16172200,5.8,502843,0
1023,The Hudsucker Proxy,Comedy,1994-03-11,PG,Warner Bros,111,40000000,2816518,12121631,14938149,7.3,296476,0
1024,Billy Lynn’s Long Halftime Walk,Drama,2016-11-11,R,Sony Pictures,114,40000000,1738477,28491925,30230402,,182998,0
1025,Delgo,Adventure,2008-12-12,PG,Freestyle Releasing,94,40000000,915840,0,915840,4.4,96404,0
1026,The Hunting Party,Adventure,2007-09-07,R,Weinstein Co.,101,40000000,876671,6852881,7729552,6.9,92281,0
1027,Alex Rider: Operation Stormbreaker,Action,2006-10-13,PG,Weinstein Co.,93,40000000,659210,20063240,20722450,5.1,69391,0
1028,Red Cliff,Action,2009-11-20,R,Magnolia Pictures,150,40000000,627047,119000000,119627047,7.4,66005,0
1029,The Last Shot,Comedy,2004-09-24,R,Walt Disney,93,40000000,463730,0,463730,5.7,48814,0
1030,Nomad,Drama,2007-03-16,R,Weinstein Co.,114,40000000,79123,0,79123,,8329,0
1031,USS Indianapolis: Men of Courage,Drama,2016-11-11,R,Saban Films,114,40000000,0,1641255,1641255,,0,0
1032,The Time Traveler's Wife,Drama,2009-08-14,PG-13,Warner Bros,107,39000000,63414846,38917289,102332135,7.1,6675247,0
1033,Superman III,Adventure,1983-06-17,PG,Warner Bros,125,39000000,59950623,0,59950623,4.9,6310592,0
1034,Because I Said So,Comedy,2007-02-02,PG-13,Universal Pictures,102,39000000,42674040,26864793,69538833,5.6,4492004,0
1035,Frankenweenie,Adventure,2012-10-05,PG,Walt Disney,87,39000000,35287788,45863000,81150788,7.0,3714504,0
1036,Sgt. Bilko,Comedy,1996-03-29,PG,Universal Pictures,93,39000000,30356589,7600000,37956589,5.7,3195430,0
1037,Serenity,Action,2005-09-30,PG-13,Universal Pictures,119,39000000,25514517,14804923,40319440,8.0,2685739,0
1038,Against the Ropes,Drama,2004-02-20,PG-13,Paramount,110,39000000,5881504,548361,6429865,5.3,619106,0
1039,Yi dai zong shi,Action,2013-08-23,PG-13,Weinstein Co.,109,38600000,6594959,51392340,57987299,,694206,0
1040,The Fast and the Furious,Action,2001-06-22,PG-13,Universal Pictures,106,38000000,144512310,62000000,206512310,6.7,15211822,0
1041,Sweet Home Alabama,Comedy,2002-09-27,PG-13,Walt Disney,108,38000000,127214072,55151042,182365114,6.1,13390955,0
1042,Star Trek: Generations,Adventure,1994-11-18,PG,Paramount,118,38000000,75671262,44328738,120000000,6.6,7965396,0
1043,Paul Blart: Mall Cop 2,Adventure,2015-04-17,PG,Sony Pictures,94,38000000,71091594,36559052,107650646,4.4,7483326,0
1044,Mouse Hunt,Adventure,1997-12-19,PG,DreamWorks,97,38000000,61894591,0,61894591,,6515220,0
1045,Why Him?,Comedy,2016-12-23,R,20th Century Fox,98,38000000,60323786,57115752,117439538,,6349872,0
1046,Water for Elephants,Drama,2011-04-22,PG-13,20th Century Fox,120,38000000,58709717,58100000,116809717,6.9,6179970,0
1047,The Hurricane,Drama,1999-12-29,R,Universal Pictures,146,38000000,50699241,23257000,73956241,7.6,5336762,0
1048,Riddick,Action,2013-09-06,R,Universal Pictures,127,38000000,42025135,52738623,94763758,6.4,4423698,0
1049,The 5th Wave,Action,2016-01-22,PG-13,Sony Pictures,112,38000000,34912982,76423416,111336398,5.2,3675051,0
1050,Rush,Drama,2013-09-20,R,Universal Pictures,123,38000000,26947624,71283215,98230839,8.1,2836592,0
1051,Angel Eyes,Drama,2001-05-18,R,Warner Bros,102,38000000,24044532,5500000,29544532,5.6,2531003,0
1052,Joe Somebody,Comedy,2001-12-21,PG,20th Century Fox,98,38000000,22770864,1745126,24515990,5.5,2396933,0
1053,Only the Brave,Drama,2017-10-20,PG-13,Sony Pictures,114,38000000,18340051,5841578,24181629,,1930532,0
1054,Extreme Measures,Drama,1996-09-27,R,Sony Pictures,118,38000000,17378193,0,17378193,6.1,1829283,0
1055,Rock Star,Drama,2001-09-07,R,Warner Bros,105,38000000,16991902,2325863,19317765,6.2,1788621,0
1056,White Squall,Adventure,1996-02-02,PG-13,Walt Disney,129,38000000,10229300,0,10229300,6.6,1076768,0
1057,City of Ember,Adventure,2008-10-10,PG,20th Century Fox,90,38000000,7873007,9958551,17831558,6.5,828738,0
1058,Switchback,Action,1997-10-31,R,Paramount,118,38000000,6504442,0,6504442,6.4,684678,0
1059,The Master,Drama,2012-09-14,R,Weinstein Co.,144,37500000,16247159,34400257,50647416,7.1,1710227,0
1060,The Express,Drama,2008-10-10,PG,Universal Pictures,130,37500000,9793406,19903,9813309,7.3,1030885,0
1061,We're the Millers,Comedy,2013-08-07,R,Warner Bros,118,37000000,150394119,117422157,267816276,7.0,15830960,0
1062,Creed,Drama,2015-11-25,PG-13,Warner Bros,133,37000000,109767581,63800000,173567581,7.7,11554482,0
1063,The Town,Drama,2010-09-17,R,Warner Bros,150,37000000,92186262,60380619,152566881,7.6,9703817,0
1064,Dolphin Tale,Drama,2011-09-23,PG,Warner Bros,113,37000000,72286779,23781945,96068724,6.9,7609135,0
1065,Game Night,Comedy,2018-02-23,R,Warner Bros,98,37000000,69001013,48200000,117201013,,7263265,0
1066,13 Going On 30,Comedy,2004-04-23,PG-13,Sony Pictures,98,37000000,57139723,40518989,97658712,6.1,6014708,0
1067,Nim's Island,Adventure,2008-04-04,PG,20th Century Fox,96,37000000,48006762,53850663,101857425,6.0,5053343,0
1068,Cop Out,Comedy,2010-02-26,R,Warner Bros,107,37000000,44875481,11034429,55909910,5.6,4723735,0
1069,The Rite,Horror,2011-01-28,PG-13,Warner Bros,114,37000000,33047633,64096354,97143987,6.0,3478698,0
1070,Space Chimps,Adventure,2008-07-18,G,20th Century Fox,81,37000000,30105968,36923988,67029956,4.5,3169049,0
1071,Magnolia,Drama,1999-12-17,R,New Line,188,37000000,22450975,25995827,48446802,8.0,2363261,0
1072,Aloha,Drama,2015-05-29,PG-13,Sony Pictures,105,37000000,21052030,3883769,24935799,5.4,2216003,0
1073,A Star is Born,Drama,2018-10-05,R,Warner Bros,114,36000000,126181246,74700000,200881246,7.6,13282236,0
1074,Gnomeo and Juliet,Comedy,2011-02-11,G,Walt Disney,98,36000000,99967670,93770307,193737977,,10522913,0
1075,John Q,Drama,2002-02-15,PG-13,New Line,116,36000000,71026631,31200000,102226631,7.0,7476487,0
1076,Blue Streak,Action,1999-09-17,PG-13,Sony Pictures,93,36000000,68208190,49239967,117448157,6.3,7179809,0
1077,Never Say Never Again,Action,1983-10-07,PG,Warner Bros,121,36000000,55500000,104500000,160000000,6.2,5842105,0
1078,Hot Tub Time Machine,Comedy,2010-03-26,R,MGM,101,36000000,50269859,15697891,65967750,6.4,5291564,0
1079,Dolphin Tale 2,Drama,2014-09-12,PG,Warner Bros,107,36000000,42024533,15800000,57824533,6.4,4423635,0
1080,Collateral Beauty,Drama,2016-12-16,PG-13,Warner Bros,114,36000000,31016021,54299049,85315070,,3264844,0
1081,A Man Apart,Action,2003-04-04,R,New Line,109,36000000,26500000,17297731,43797731,6.1,2789474,0
1082,Reindeer Games,Action,2000-02-25,R,Miramax,124,36000000,23360779,0,23360779,5.7,2459029,0
1083,Snow Falling on Cedars,Drama,1999-12-24,PG-13,Universal Pictures,127,36000000,14378353,0,14378353,6.8,1513511,0
1084,Ghosts of Mississippi,Drama,1996-12-20,PG-13,Sony Pictures,130,36000000,13052741,0,13052741,6.7,1373973,0
1085,Gattaca,Drama,1997-10-24,PG-13,Sony Pictures,106,36000000,12532777,0,12532777,7.8,1319240,0
1086,Isn't She Great,Comedy,2000-01-28,R,Universal Pictures,95,36000000,2954405,0,2954405,5.3,310990,0
1087,Yip Man 3,Action,2016-01-22,PG-13,Well Go USA,109,36000000,2679437,154621517,157300954,,282046,0
1088,There Be Dragons,Drama,2011-05-06,PG-13,Samuel Goldwyn Films,102,36000000,1069334,2951656,4020990,5.9,112561,0
